file_path,header1,header2,header3,header4
/Users/brentbrewington/Downloads/Data/Financial Statements_page_193.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Six Months Ending 31 March 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_194.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Six Months Ending 31 March 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_195.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Six Months Ending 31 March 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_196.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 March 2022,March March March YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_197.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_198.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_199.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_200.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_201.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_202.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_203.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_204.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_205.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_206.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Six Months Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_207.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Six Months Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_208.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Six Months Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_209.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Six Months Ending 31 March 2024
/Users/brentbrewington/Downloads/Data/Financial Statements_page_210.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 March 2024,March March March YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_211.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_212.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_213.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_214.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_215.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_216.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 April 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_217.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_218.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_219.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_220.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_221.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_222.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_223.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_224.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_225.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_226.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_227.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_228.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_229.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_230.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 April 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_231.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_232.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_233.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_234.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_235.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_236.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_237.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_238.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_239.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_240.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_241.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_242.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_243.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_244.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_245.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_246.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_247.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_248.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Seven Months Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_249.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Seven Months Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_250.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Seven Months Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_251.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Seven Months Ending 30 April 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_252.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 April 2022,April April April YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_253.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_254.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_255.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_256.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_257.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_258.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_259.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_260.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_261.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_262.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Seven Months Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_263.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Seven Months Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_264.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Seven Months Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_265.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Seven Months Ending 30 April 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_266.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 April 2023,April April April YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_267.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_268.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_269.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_270.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_271.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_272.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 May 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_273.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_274.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_275.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_276.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_277.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_278.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_279.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_280.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_281.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 May 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_282.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_283.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_284.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_285.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_286.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 May 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_287.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_288.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_289.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_290.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_291.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_292.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_293.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_294.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_295.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_296.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_297.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_298.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_299.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_300.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_301.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_302.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_303.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_304.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Eight Months Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_305.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Eight Months Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_306.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Eight Months Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_307.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Eight Months Ending 31 May 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_308.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 May 2022,May May May YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_309.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_310.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_311.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_312.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_313.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_314.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_315.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_316.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_317.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_318.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Eight Months Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_319.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Eight Months Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_320.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Eight Months Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_321.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Eight Months Ending 31 May 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_322.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 May 2023,May May May YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_323.pdf,ARMYRECREATIONMACHINEPROG,StatementofFinancialCondition,Unaudited,Asof30June2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_324.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_325.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_326.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_327.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_328.pdf,ARMY RECREATICN MACHINE PRcx;,Consolidated Operating Results,Branch of Servioe,For the Month Ending 30 June 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_329.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_330.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_331.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_332.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_333.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_334.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_335.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_336.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_337.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_338.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_339.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_340.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_341.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_342.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_343.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_344.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_345.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_346.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Nine Months Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_347.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Nine Months Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_348.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Nine Months Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_349.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Nine Months Ending 30 June 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_350.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 June 2021,June June June YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_351.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_352.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_353.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_354.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_355.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_356.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_357.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_358.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_359.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_360.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Nine Months Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_361.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Nine Months Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_362.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Nine Months Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_363.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Nine Months Ending 30 June 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_364.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 June 2022,June June June YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_365.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_366.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_367.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_368.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_369.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_370.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_371.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_372.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_373.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_374.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Nine Months Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_375.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Nine Months Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_376.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Nine Months Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_377.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Nine Months Ending 30 June 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_378.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 June 2023,June June June YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_379.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_380.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_381.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_382.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_383.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_384.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 July 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_385.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_386.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_387.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_388.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_389.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_390.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_391.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_392.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_393.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_394.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_395.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_396.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_397.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_398.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 July 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_399.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_400.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_401.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_402.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_403.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_404.pdf,,,,
