file_path,header1,header2,header3,header4
/Users/brentbrewington/Downloads/Data/Financial Statements_page_584.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_585.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 October 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_586.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 October 2023,October October October YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_587.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_588.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_589.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_590.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_591.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_592.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 November 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_593.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 November 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_594.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_595.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_596.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_597.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_598.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_599.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_600.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_601.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_602.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_603.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_604.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_605.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_606.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_607.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_608.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_609.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_610.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Two Months Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_611.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Two Months Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_612.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Two Months Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_613.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Two Months Ending 30 November 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_614.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 November 2021,November November November YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_615.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_616.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_617.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_618.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_619.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_620.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_621.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_622.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_623.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_624.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Two Months Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_625.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Two Months Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_626.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Two Months Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_627.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Two Months Ending 30 November 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_628.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 November 2022,November November November YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_629.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_630.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_631.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_632.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_633.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_634.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_635.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_636.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_637.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_638.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Two Months Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_639.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Two Months Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_640.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Two Months Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_641.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Two Months Ending 30 November 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_642.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 30 November 2023,November November November YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_643.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_644.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_645.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_646.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_647.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_648.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 December 2019
/Users/brentbrewington/Downloads/Data/Financial Statements_page_649.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_650.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_651.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_652.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_653.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_654.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_655.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_656.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_657.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_658.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_659.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_660.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_661.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_662.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 December 2020
/Users/brentbrewington/Downloads/Data/Financial Statements_page_663.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_664.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_665.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_666.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_667.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_668.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_669.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_670.pdf,,,,
/Users/brentbrewington/Downloads/Data/Financial Statements_page_671.pdf,ARMY RECREATION MACHINE PROG,Statement of Financial Condition,Unaudited,As of 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_672.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_673.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_674.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_675.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_676.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_677.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_678.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_679.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_680.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Three Months Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_681.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Three Months Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_682.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Three Months Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_683.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Three Months Ending 31 December 2021
/Users/brentbrewington/Downloads/Data/Financial Statements_page_684.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 December 2021,December December December YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_685.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_686.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_687.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_688.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_689.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_690.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_691.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_692.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_693.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_694.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Three Months Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_695.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Three Months Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_696.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Three Months Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_697.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Three Months Ending 31 December 2022
/Users/brentbrewington/Downloads/Data/Financial Statements_page_698.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 December 2022,December December December YTD YTD YTD
/Users/brentbrewington/Downloads/Data/Financial Statements_page_699.pdf,ARMY RECREATION MACHINE PROO,Statement of Financial Condition,Unaudited,As of 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_700.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Actual vs Budget,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_701.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Actual vs Budget,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_702.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Actual vs Budget,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_703.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Actual vs Budget,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_704.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_705.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_706.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_707.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Month Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_708.pdf,ARMY RECREATION MACHINE PROG,Consolidated Operating Results,Branch of Service,For the Three Months Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_709.pdf,ARMY RECREATION MACHINE PROG,Europe Operating Results,Branch of Service,For the Three Months Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_710.pdf,ARMY RECREATION MACHINE PROG,Korea Operating Results,Branch of Service,For the Three Months Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_711.pdf,ARMY RECREATION MACHINE PROG,Japan Operating Results,Branch of Service,For the Three Months Ending 31 December 2023
/Users/brentbrewington/Downloads/Data/Financial Statements_page_712.pdf,ARMY RECREATION MACHINE PROG,Statement of Gaming Revenue,For the Month Ending 31 December 2023,December December December YTD YTD YTD
