category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,53513603.27,31261062.42,11068894.7,11183646.15,58.417038864443484,20.684263483721114,20.898697651835395
revenue,Total Revenue,53513603.27,31261062.42,11068894.7,11183646.15,58.417038864443484,20.684263483721114,20.898697651835395
direct_reimbursement,Gaming NAFI,24178169.99,6317894.3,8909632.15,8950643.54,26.130572754733123,36.84990284080636,37.01952440446052
direct_reimbursement,Total Direct Reimbursement,24178169.99,6317894.3,8909632.15,8950643.54,26.130572754733123,36.84990284080636,37.01952440446052
net_revenue,Net Revenue,29335433.28,24943168.12,2159262.55,2233002.61,85.02744064464011,7.360595391212847,7.611963964147046
operating_expenses,Compensation & Benefits,7285658.03,4202286.36,1717658.0,1365713.67,57.67888559545802,23.575880077368932,18.74523432717305
operating_expenses,Depreciation Expense,3075869.76,1916293.99,584756.75,574819.02,62.30088201133718,19.01110240766501,18.688015580997813
operating_expenses,Contractor Fees,62124.5,34284.28,15865.16,11975.06,55.186407938896885,25.53768642001143,19.27590564109168
operating_expenses,Communications,213385.05,157868.82,26676.65,28839.58,73.98307425941978,12.501649014305361,13.515276726274875
operating_expenses,TDY,348095.28,148817.01,151716.24,47562.03,42.751803471739116,43.58468750280095,13.663509025459925
operating_expenses,PCS,156881.46,65869.02,35694.95,55317.49,41.98649094673137,22.7528160433999,35.260693009868724
operating_expenses,IT Expense & Maint,284367.48,152316.85,75424.01,56626.62,53.56338565858516,26.52343017563049,19.913184165784358
operating_expenses,Machine Expense & Maint,1318921.69,560852.01,342424.97,415644.71,42.52352616932094,25.96249440707886,31.5139794236002
operating_expenses,Vehicle Expense,74552.79,53283.89,11117.01,10151.89,71.47135606863272,14.9115948578182,13.617049073549092
operating_expenses,Training,21202.78,9914.34,9738.89,1549.55,46.75962303056486,45.93213720087649,7.308239768558651
operating_expenses,(Gain)/Loss on Disposals,304480.59,173492.18,52558.7,78429.71,56.97971749200826,17.26175714517631,25.75852536281541
operating_expenses,Audit-Independent,84602.08,46755.56,21476.56,16369.96,55.26526061770585,25.38538059584351,19.349358786450637
operating_expenses,Audit-IMCOM Int Review,26323.07,14543.97,6672.1,5107.0,55.251800037001765,25.346967507969246,19.401232455028993
operating_expenses,Other Expenses,256826.78,152551.27,49017.09,55258.42,59.398505872323746,19.08566154978075,21.515832577895498
net_operating_income,Net Operating Income,15822141.94,17254038.57,-941534.53,-490362.1,109.04995439574475,-5.950740004548336,-3.099214391196392
other_income,Interest Revenue,609293.06,355616.83,127711.12,125965.11,58.36548179294869,20.960540728955618,20.67397747809568
net_income,Net Income,16416328.27,17599833.86,-817183.03,-366322.56,107.20931971226962,-4.9778672584987245,-2.231452453770894
