category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,15276033.76,12735487.1,2540546.66,0.0,83.36906883086124,16.630931169138762,0.0
revenue,Total Revenue,15276033.76,12735487.1,2540546.66,0.0,83.36906883086124,16.630931169138762,0.0
direct_reimbursement,Gaming NAFI,4363594.4,2554229.85,1809364.55,0.0,58.53499697405423,41.46500302594576,0.0
direct_reimbursement,Total Direct Reimbursement,4363594.4,2554229.85,1809364.55,0.0,58.53499697405423,41.46500302594576,0.0
net_revenue,Net Revenue,10912439.36,10181257.25,731182.11,0.0,93.29955396883874,6.700446031161269,0.0
operating_expenses,Compensation & Benefits,3385063.13,2722431.3,662631.83,0.0,80.42483095433437,19.57516904566563,0.0
operating_expenses,Depreciation Expense,1248018.06,1005259.06,242759.0,0.0,80.54843853782052,19.45156146217948,0.0
operating_expenses,Contractor Fees,14782.77,11800.7,2982.07,0.0,79.82739364814579,20.17260635185422,0.0
operating_expenses,Communications,124382.71,119485.32,4897.39,0.0,96.06264407649584,3.937355923504159,0.0
operating_expenses,TDY,86854.48,50334.66,36519.82,0.0,57.95286552864055,42.047134471359456,0.0
operating_expenses,PCS,46714.03,37316.02,9398.01,0.0,79.88182565280708,20.11817434719291,0.0
operating_expenses,IT Expense & Maint,362849.58,290994.83,71854.75,0.0,80.19709710012617,19.802902899873825,0.0
operating_expenses,Machine Expense & Maint,532055.74,487809.02,44246.72,0.0,91.68381869162808,8.31618130837194,0.0
operating_expenses,Vehicle Expense,48645.13,41515.55,7129.58,0.0,85.34369216404603,14.65630783595398,0.0
operating_expenses,Training,10019.6,8905.38,1114.22,0.0,88.87959599185595,11.120404008144037,0.0
operating_expenses,(Gain)/Loss on Disposals,1819.02,449.42,1369.6,0.0,24.706710206594764,75.29328979340524,0.0
operating_expenses,Audit-Independent,30950.55,25004.1,5946.45,0.0,80.78725579997771,19.212744200022293,0.0
operating_expenses,Audit-IMCOM Int Review,10437.3,8455.71,1981.59,0.0,81.01434278980196,18.98565721019804,0.0
operating_expenses,Other Expenses,112915.97,87247.69,25668.28,0.0,77.26780365965948,22.73219634034052,0.0
net_operating_income,Net Operating Income,4896931.29,5284248.49,-387317.2,0.0,107.90938604327447,-7.909386043274461,0.0
other_income,Interest Revenue,64511.26,54040.5,10470.76,0.0,83.76909705375465,16.230902946245354,0.0
net_income,Net Income,4946519.47,5325995.48,-379476.01,0.0,107.6715761921382,-7.671576192138187,0.0
