category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,6481563.56,5380700.36,1100863.2,0.0,83.01546857005597,16.984531429944045,0.0
revenue,Total Revenue,6481563.56,5380700.36,1100863.2,0.0,83.01546857005597,16.984531429944045,0.0
direct_reimbursement,Gaming NAFI,1863845.25,1081014.1,782831.15,0.0,57.99913378001742,42.00086621998259,0.0
direct_reimbursement,Total Direct Reimbursement,1863845.25,1081014.1,782831.15,0.0,57.99913378001742,42.00086621998259,0.0
net_revenue,Net Revenue,4617718.31,4299686.26,318032.05,0.0,93.11278799074255,6.887212009257447,0.0
operating_expenses,Compensation & Benefits,1215952.53,940461.52,275491.01,0.0,77.34360485273221,22.656395147267798,0.0
operating_expenses,Depreciation Expense,586438.88,494391.37,92047.51,0.0,84.30398918980269,15.696010810197302,0.0
operating_expenses,Contractor Fees,10048.37,7865.03,2183.34,0.0,78.27169978812482,21.72830021187516,0.0
operating_expenses,Communications,35711.33,32546.44,3164.89,0.0,91.13757454566938,8.8624254543306,0.0
operating_expenses,TDY,132047.33,51638.43,80408.9,0.0,39.10600085590523,60.89399914409478,0.0
operating_expenses,PCS,40550.9,41621.13,-1070.23,0.0,102.63922625638394,-2.639226256383952,0.0
operating_expenses,IT Expense & Maint,78351.87,60487.82,17864.05,0.0,77.20022508716129,22.79977491283871,0.0
operating_expenses,Machine Expense & Maint,430400.33,228695.24,201705.09,0.0,53.13547041193021,46.86452958806978,0.0
operating_expenses,Vehicle Expense,8947.1,8259.85,687.25,0.0,92.31874015043981,7.681259849560193,0.0
operating_expenses,Training,2931.98,2296.64,635.34,0.0,78.33068438393167,21.669315616068324,0.0
operating_expenses,(Gain)/Loss on Disposals,67339.13,63306.09,4033.04,0.0,94.01085223405767,5.989147765942328,0.0
operating_expenses,Audit-Independent,15744.98,12300.62,3444.36,0.0,78.12407510203253,21.87592489796748,0.0
operating_expenses,Audit-IMCOM Int Review,2305.22,1802.45,502.77,0.0,78.18993414945213,21.81006585054789,0.0
operating_expenses,Other Expenses,35904.73,28090.84,7813.89,0.0,78.2371570542377,21.762842945762298,0.0
net_operating_income,Net Operating Income,1955043.63,2325922.79,-370879.16,0.0,118.97037765852826,-18.970377658528264,0.0
other_income,Interest Revenue,71552.84,59751.4,11801.44,0.0,83.50667842115003,16.493321578849983,0.0
net_income,Net Income,2029048.25,2387744.62,-358696.37,0.0,117.67806014470085,-17.678060144700847,0.0
