category,item,amount
assets,Cash,38194048.04
assets,Accounts Receivable,68465.18
assets,Prepaid Expenses,260397.04
assets,Fixed Assets,43346687.49
assets,Accum Depreciation,-32981060.79
assets,TOTAL ASSETS,48888536.96
liabilities,Accounts Payable,401742.75
liabilities,Distributions Payable,1235545.8
liabilities,Accrued Liabilities,1247628.83
liabilities,Accrued Salaries,509033.59
liabilities,Accrued Leave Payable,585500.05
liabilities,Total Liabilities,3979451.02
equity,EQUITY,44909085.94
