category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,35787133.61,20461056.25,7828392.71,7497684.65,57.174336656799376,21.87488049563297,20.95078284756766
revenue,Total Revenue,35787133.61,20461056.25,7828392.71,7497684.65,57.174336656799376,21.87488049563297,20.95078284756766
direct_reimbursement,Gaming NAFI,16534663.16,4135983.26,6343441.85,6055238.05,25.014015828309137,38.364506059886374,36.621478111804485
direct_reimbursement,Total Direct Reimbursement,16534663.16,4135983.26,6343441.85,6055238.05,25.014015828309137,38.364506059886374,36.621478111804485
net_revenue,Net Revenue,19252470.45,16325072.99,1484950.86,1442446.6,84.79469184174232,7.713040587993736,7.492267570263951
operating_expenses,Compensation & Benefits,4996632.97,2924831.1,1149775.44,922026.43,58.53604052090302,23.01100454852901,18.452954930567977
operating_expenses,Depreciation Expense,2175985.32,1294294.45,464933.61,416757.26,59.4808447512872,21.366578428939036,19.152576819773767
operating_expenses,Contractor Fees,22946.0,12863.53,5407.98,4674.49,56.060010459339324,23.568290769633048,20.37169877102763
operating_expenses,Communications,194087.68,138666.09,26364.53,29057.06,71.44507575133053,13.583824588969273,14.971099659700194
operating_expenses,TDY,58828.09,37982.24,17741.35,3104.5,64.56480229087839,30.15795685360514,5.277240855516472
operating_expenses,PCS,82695.72,67762.33,10058.81,4874.58,81.94176191948024,12.163640391546261,5.894597688973504
operating_expenses,IT Expense & Maint,489469.17,277708.11,114663.44,97097.62,56.73658874163616,23.42608013493475,19.83733112342908
operating_expenses,Machine Expense & Maint,626666.28,539074.46,51259.88,36331.94,86.02257329052394,8.179773132200442,5.797653577275612
operating_expenses,Vehicle Expense,38967.42,22320.25,7344.97,9302.2,57.279260469387,18.849002577024603,23.87173695358841
operating_expenses,Training,12645.79,8585.0,2408.64,1652.15,67.8882062726014,19.04697136359215,13.064822363806453
operating_expenses,(Gain)/Loss on Disposals,449.42,449.42,0.0,0.0,100.0,0.0,0.0
operating_expenses,Audit-Independent,64758.15,36223.19,15220.14,13314.82,55.93610997225832,23.503049423122803,20.56084060461888
operating_expenses,Audit-IMCOM Int Review,19824.76,11091.15,4641.13,4092.48,55.945948399879754,23.41077521241115,20.643276387709108
operating_expenses,Other Expenses,181904.06,106211.77,39501.98,36190.31,58.38889467337892,21.715831961089822,19.895273365531256
net_operating_income,Net Operating Income,10286609.62,10847009.9,-424371.04,-136029.24,105.44786183885533,-4.125470448250567,-1.3223913906047502
other_income,Interest Revenue,138677.56,80187.35,29036.25,29453.96,57.82287343388506,20.937958527681047,21.239168038433903
