category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,1023320.15,912220.8,111099.35,0.0,89.14324612878971,10.856753871210294,0.0
revenue,Total Revenue,1023320.15,912220.8,111099.35,0.0,89.14324612878971,10.856753871210294,0.0
direct_reimbursement,Gaming NAFI,323136.0,198490.2,124645.8,0.0,61.426210635769465,38.57378936423054,0.0
direct_reimbursement,Total Direct Reimbursement,323136.0,198490.2,124645.8,0.0,61.426210635769465,38.57378936423054,0.0
net_revenue,Net Revenue,700184.15,713730.6,-13546.45,0.0,101.93469817904332,-1.9346981790433273,0.0
operating_expenses,Compensation & Benefits,312087.47,254654.3,57433.17,0.0,81.59709199475391,18.402908005246093,0.0
operating_expenses,Depreciation Expense,120394.52,96608.84,23785.68,0.0,80.24355261352426,19.756447386475728,0.0
operating_expenses,Communications,9414.22,8962.04,452.18,0.0,95.19684052422825,4.803159475771759,0.0
operating_expenses,TDY,3777.16,3603.34,173.82,0.0,95.39812981181629,4.601870188183715,0.0
operating_expenses,PCS,11754.03,0.0,11754.03,0.0,0.0,100.0,0.0
operating_expenses,IT Expense & Maint,111649.55,89473.83,22175.72,0.0,80.13810176574827,19.86189823425173,0.0
operating_expenses,Machine Expense & Maint,1821.35,1567.13,254.22,0.0,86.04222142915971,13.957778570840313,0.0
operating_expenses,Vehicle Expense,95.33,-2270.02,2365.35,0.0,-2381.2231196894995,2481.2231196894995,0.0
operating_expenses,Training,1623.36,1298.68,324.68,0.0,79.9995071949537,20.000492805046324,0.0
operating_expenses,(Gain)/Loss on Disposals,449.42,449.42,0.0,0.0,100.0,0.0,0.0
operating_expenses,Audit-Independent,3533.6,2826.87,706.73,0.0,79.99971700249037,20.000282997509622,0.0
operating_expenses,Audit-IMCOM Int Review,1926.04,1540.83,385.21,0.0,79.99989615999668,20.000103840003323,0.0
operating_expenses,Other Expenses,9895.49,7553.37,2342.12,0.0,76.33143987816672,23.66856012183328,0.0
net_operating_income,Net Operating Income,111762.61,247461.97,-135699.36,0.0,221.41749373963262,-121.4174937396326,0.0
other_income,Interest Revenue,5071.71,4319.48,752.23,0.0,85.16811883960241,14.831881160397579,0.0
net_income,Net Income,117242.86,252129.4,-134886.54,0.0,215.0488311185858,-115.04883111858581,0.0
