category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,1230686.37,955924.52,274761.85,0.0,77.67409661000795,22.32590338999204,0.0
revenue,Total Revenue,1230686.37,955924.52,274761.85,0.0,77.67409661000795,22.32590338999204,0.0
direct_reimbursement,Gaming NAFI,413488.5,229385.65,184102.85,0.0,55.475702468146025,44.52429753185397,0.0
direct_reimbursement,Total Direct Reimbursement,413488.5,229385.65,184102.85,0.0,55.475702468146025,44.52429753185397,0.0
net_revenue,Net Revenue,817197.87,726538.87,90659.0,0.0,88.90611401128591,11.093885988714092,0.0
operating_expenses,Compensation & Benefits,279654.16,216294.15,63360.01,0.0,77.3434409128761,22.6565590871239,0.0
operating_expenses,Depreciation Expense,141547.36,119369.96,22177.4,0.0,84.33216981228051,15.667830187719506,0.0
operating_expenses,Contractor Fees,2770.95,2170.51,600.44,0.0,78.33089734567568,21.66910265432433,0.0
operating_expenses,Communications,7792.8,6438.84,1353.96,0.0,82.62550046196489,17.37449953803511,0.0
operating_expenses,TDY,18959.27,1303.97,17655.3,0.0,6.8777437105964525,93.12225628940354,0.0
operating_expenses,PCS,-12735.77,-10774.32,1.0,-961.45,84.59888958421831,-0.007851900591797748,7.5492098239839445
operating_expenses,IT Expense & Maint,41484.11,32297.24,9186.87,0.0,77.85448452431545,22.145515475684547,0.0
operating_expenses,Machine Expense & Maint,41026.63,36292.84,4733.79,0.0,88.4616650209876,11.538334979012413,0.0
operating_expenses,Vehicle Expense,2019.62,1720.03,299.59,0.0,85.1660213307454,14.833978669254611,0.0
operating_expenses,Training,1320.16,1034.09,286.07,0.0,78.33065689007393,21.669343109926068,0.0
operating_expenses,(Gain)/Loss on Disposals,67339.13,63306.09,4033.04,0.0,94.01085223405767,5.989147765942328,0.0
operating_expenses,Audit-Independent,3962.62,3103.96,858.66,0.0,78.33100322513893,21.66899677486108,0.0
operating_expenses,Audit-IMCOM Int Review,910.43,713.0,15.0,197.28,78.31464253155103,1.6475731247871888,21.668881737201104
operating_expenses,Other Expenses,6815.94,5381.1,1434.84,0.0,78.94875835174606,21.051241648253946,0.0
net_operating_income,Net Operating Income,214330.46,247887.26,-33556.8,0.0,115.65657069928372,-15.656570699283714,0.0
other_income,Interest Revenue,19794.14,16529.43,3264.71,0.0,83.5066843015155,16.4933156984845,0.0
net_income,Net Income,239019.38,268502.46,-29483.08,0.0,112.33501651623396,-12.335016516233956,0.0
