category,item,amount
assets,Cash,35043719.72
assets,Accounts Receivable,59890.14
assets,Prepaid Expenses,349133.2
assets,Fixed Assets,45370825.2
assets,Accum Depreciation,-31065389.76
assets,TOTAL ASSETS,49758178.5
liabilities,Accounts Payable,830412.26
liabilities,Distributions Payable,5132132.54
liabilities,Accrued Liabilities,1495642.95
liabilities,Accrued Salaries,505893.57
liabilities,Accrued Leave Payable,531083.31
liabilities,Total Liabilities,8495164.63
equity,EQUITY,41263013.87
