category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,2111385.1,113698.8,967902.75,1029783.55,5.3850337392264445,45.84207542243241,48.77289083834114
revenue,Total Revenue,2111385.1,113698.8,967902.75,1029783.55,5.3850337392264445,45.84207542243241,48.77289083834114
direct_reimbursement,Gaming NAFI,1669661.2,26927.0,775066.9,867667.3,1.612722389428466,46.42060916310447,51.96666844746707
direct_reimbursement,Total Direct Reimbursement,1669661.2,26927.0,775066.9,867667.3,1.612722389428466,46.42060916310447,51.96666844746707
net_revenue,Net Revenue,441723.9,86771.8,192835.85,162116.25,19.64389973012554,43.655290103161725,36.700810166712735
operating_expenses,Compensation & Benefits,293453.45,41994.17,99827.46,151631.82,14.31033439886292,34.01815858699225,51.67150701414484
operating_expenses,Depreciation Expense,152782.01,20907.78,56874.3,74999.93,13.684713272197424,37.22578332357324,49.089503404229326
operating_expenses,Contractor Fees,689.0,3.0,68.03,287.67,0.43541364296081275,9.873730043541364,41.75181422351234
operating_expenses,Communications,2907.01,997.2,665.74,1244.07,34.3032875703902,22.901194010340518,42.79551841926928
operating_expenses,TDY,9.59,95.0,4.01,4.63,990.6152241918666,41.81438998957247,48.27945776850886
operating_expenses,PCS,7778.15,638.0,36.0,3136.82,8.202464596337174,0.46283499289676855,40.32861284495671
operating_expenses,IT Expense & Maint,13130.13,1242.9,5502.87,6384.36,9.466014426361355,41.91024765177497,48.623737921863686
operating_expenses,Machine Expense & Maint,37907.01,37420.0,180.91,306.1,98.71525082036278,0.47724682057487516,0.8075023590623476
operating_expenses,Vehicle Expense,2684.74,208.56,88.14,2388.04,7.768350007821987,3.2829994710847235,88.9486505210933
operating_expenses,(Gain)/Loss on Disposals,15037.15,3145.34,0.0,11891.81,20.917128578221273,0.0,79.08287142177872
operating_expenses,Audit-Independent,3777.13,372.92,1576.88,1827.33,9.87310471177852,41.74809974769203,48.378795540529445
operating_expenses,Audit-IMCOM Int Review,1931.96,190.74,806.56,934.66,9.872875214807761,41.74827636182943,48.378848423362804
operating_expenses,Other Expenses,9125.94,1347.3,2945.51,4833.13,14.763410673311462,32.27623674931021,52.96035257737833
net_operating_income,Net Operating Income,-99489.4,-21762.45,20938.98,-98665.93,21.87413935554944,-21.046443138666028,99.17230378311659
other_income,Interest Revenue,30140.57,1455.51,11692.68,16992.38,4.8290725756015895,38.793825067011014,56.37710235738741
net_income,Net Income,-69389.27,-20310.94,32614.78,-81693.11,29.271009768513196,-47.00262735146226,117.73161758294906
