category,item,amount
assets,Cash,37745034.87
assets,Accounts Receivable,91634.9
assets,Prepaid Expenses,305062.84
assets,Fixed Assets,44217491.99
assets,Accum Depreciation,-33521075.21
assets,TOTAL ASSETS,48838149.39
liabilities,Accounts Payable,475484.94
liabilities,Distributions Payable,1456169.63
liabilities,Accrued Liabilities,1337572.25
liabilities,Accrued Salaries,419125.1
liabilities,Accrued Leave Payable,571501.61
liabilities,Total Liabilities,4259853.53
equity,EQUITY,44578295.86
