category,item,amount
assets,Cash,35430058.22
assets,Accounts Receivable,87024.02
assets,Prepaid Expenses,260163.83
assets,Fixed Assets,44523261.01
assets,"Accum Depreciation 32,791,431.5",-5.0
assets,TOTAL ASSETS,47509075.53
liabilities,Accounts Payable,440138.07
liabilities,Distributions Payable,873756.77
liabilities,Accrued Liabilities,1542349.19
liabilities,Accrued Salaries,545686.17
liabilities,Accrued Leave Payable,591246.4
liabilities,Total Liabilities,3993176.6
equity,EQUITY,43515898.93
