category,item,amount
assets,Cash,37122758.0
assets,Accounts Receivable,99772.4
assets,Prepaid Expenses,278769.33
assets,Fixed Assets,44474738.16
assets,Accum Depreciation,-33097259.16
assets,TOTAL ASSETS,48878778.73
liabilities,Accounts Payable,412193.5
liabilities,Distributions Payable,2455786.22
liabilities,Accrued Liabilities,1252820.6
liabilities,Accrued Salaries,300950.92
liabilities,Accrued Leave Payable,586778.1
liabilities,Total Liabilities,5008529.34
equity,EQUITY,43870249.39
