category,item,amount
assets,Cash,28612436.38
assets,Accounts Receivable,136046.36
assets,Prepaid Expenses,349426.24
assets,Fixed Assets,44830490.7
assets,Accum Depreciation,-29597789.92
assets,TOTAL ASSETS,44330609.76
liabilities,Accounts Payable,506803.88
liabilities,Distributions Payable,1286519.03
liabilities,Accrued Liabilities,1394580.85
liabilities,Accrued Salaries,371144.44
liabilities,Accrued Leave Payable,503212.35
liabilities,Total Liabilities,4062260.55
equity,EQUITY,40268349.21
