category,line_item,armp_total,army,navy,usmc,army_pct,navy_pct,usmc_pct
revenue,Gaming Machine Revenue,42146971.71,24097610.8,9137611.56,8911749.35,57.175189159041004,21.680351373458144,21.144459467500848
revenue,Total Revenue,42146971.71,24097610.8,9137611.56,8911749.35,57.175189159041004,21.680351373458144,21.144459467500848
direct_reimbursement,Gaming NAFI,19329576.11,4841671.51,7337588.3,7150316.3,25.047996306009008,37.96042012635734,36.991583567633654
direct_reimbursement,Total Direct Reimbursement,19329576.11,4841671.51,7337588.3,7150316.3,25.047996306009008,37.96042012635734,36.991583567633654
net_revenue,Net Revenue,22817395.6,19255939.29,1800023.26,1761433.05,84.39148633597779,7.888819966815143,7.719693697207056
operating_expenses,Compensation & Benefits,5725996.44,3355326.55,1318022.03,1052647.86,58.59812497543222,23.0182125296606,18.383662494907174
operating_expenses,Depreciation Expense,2454915.58,1461679.61,523399.76,469836.21,59.54093174967752,21.32047897141946,19.138589278903027
operating_expenses,Contractor Fees,33154.0,18548.39,7881.99,6723.62,55.946160342643424,23.77387343910237,20.27996621825421
operating_expenses,Communications,208504.83,151038.5,27469.63,29996.7,72.43884949811475,13.174577298760898,14.386573203124362
operating_expenses,TDY,65080.74,40577.36,20732.93,3770.45,62.34926031879785,31.857243786717852,5.793495894484297
operating_expenses,PCS,81580.14,67593.39,9541.03,4445.72,82.85520225878504,11.695285151508688,5.449512589706269
operating_expenses,IT Expense & Maint,524988.96,297527.98,123303.09,104157.89,56.67318794665701,23.486796750925965,19.840015302417026
operating_expenses,Machine Expense & Maint,642954.59,548702.43,57123.37,37128.79,85.3407749993666,8.884510801921486,5.774714198711918
operating_expenses,Vehicle Expense,48027.58,27853.66,9024.97,11148.95,57.995135295178315,18.791223709376986,23.213640995444702
operating_expenses,Training,12645.79,8585.0,2408.64,1652.15,67.8882062726014,19.04697136359215,13.064822363806453
operating_expenses,(Gain)/Loss on Disposals,1819.02,449.42,1369.6,0.0,24.706710206594764,75.29328979340524,0.0
operating_expenses,Audit-Independent,74009.32,41375.19,17462.26,15171.87,55.90537786322047,23.594676994735252,20.49994514204427
operating_expenses,Audit-IMCOM Int Review,19824.76,11091.15,4641.13,4092.48,55.945948399879754,23.41077521241115,20.643276387709108
operating_expenses,Other Expenses,208170.01,121227.66,45691.79,41250.56,58.234930189992305,21.94926637127029,19.815803438737404
net_operating_income,Net Operating Income,12715723.84,13104363.0,-368048.96,-20590.2,103.05636678564419,-2.8944397081212485,-0.1619270775229419
other_income,Interest Revenue,159557.66,92414.27,33341.21,33802.18,57.91904318476468,20.89602592567477,21.18493088956055
net_income,Net Income,12865403.55,13188658.3,-336439.17,13184.42,102.51258927668849,-2.615068922575693,0.10247964588720576
